customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
CUST03047,Female,0,No,No,71,No,No phone service,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),42.54,Yes
CUST03048,Female,1,Yes,Yes,12,No,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),58.03,No
CUST03049,Male,0,Yes,No,42,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,106.2,No
CUST03050,Female,1,Yes,Yes,36,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),70.97,No
CUST03051,Female,1,Yes,Yes,24,No,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),50.91,Yes
CUST03052,Male,1,Yes,No,20,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),61.58,No
CUST03053,Female,1,No,No,40,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,No,Electronic check,111.23,Yes
CUST03054,Female,0,No,No,72,No,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),73.83,No
CUST03055,Male,1,Yes,No,41,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,90.03,No
CUST03056,Male,0,Yes,No,41,No,No,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,55.48,No
CUST03057,Male,1,No,Yes,1,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),18,No
CUST03058,Female,0,No,No,67,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),89.62,No
CUST03059,Male,0,Yes,Yes,7,No,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.68,No
CUST03060,Female,1,Yes,Yes,60,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,No,Electronic check,99.02,No
CUST03061,Female,1,No,No,13,No,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,72.52,Yes
CUST03062,Female,1,Yes,No,20,No,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120,Yes
CUST03063,Female,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),41.74,No
CUST03064,Female,1,Yes,No,49,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,37.38,No
CUST03065,Female,1,No,No,44,No,No,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,64.49,No
CUST03066,Female,0,No,Yes,63,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),61.15,No
CUST03067,Male,1,Yes,Yes,63,No,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,64.15,No
CUST03068,Male,0,No,Yes,25,No,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),67.05,No
CUST03069,Female,1,Yes,No,31,No,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,60.36,No
CUST03070,Female,0,Yes,No,56,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,53.65,No
CUST03071,Male,0,Yes,Yes,52,No,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,40.28,No
CUST03072,Female,1,Yes,No,32,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),86.68,No
CUST03073,Male,0,No,No,51,No,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,105.75,No
CUST03074,Male,1,Yes,No,17,No,No phone service,DSL,No internet service,No,Yes,No,No,No internet service,One year,No,Credit card (automatic),120,Yes
CUST03075,Male,1,Yes,Yes,34,No,No,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,81.07,No
CUST03076,Female,0,Yes,No,11,No,No phone service,No,No,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,103.87,No
CUST03077,Female,1,Yes,Yes,50,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),76.51,No
CUST03078,Male,0,No,No,9,No,No,DSL,Yes,Yes,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),91.19,No
CUST03079,Male,0,Yes,No,51,Yes,No phone service,No,Yes,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,67.84,No
CUST03080,Male,0,No,Yes,33,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),61.34,No
CUST03081,Male,0,No,No,66,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,62.89,No
CUST03082,Male,0,No,No,38,No,Yes,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),120,No
CUST03083,Female,0,Yes,No,7,No,No,No,No internet service,No,No internet service,Yes,No,No,One year,Yes,Mailed check,120,No
CUST03084,Male,0,Yes,Yes,28,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,44.87,No
CUST03085,Female,0,Yes,No,21,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,85,Yes
CUST03086,Male,1,Yes,No,69,No,Yes,DSL,Yes,Yes,No internet service,Yes,No,No,Two year,No,Electronic check,62.14,No
CUST03087,Female,1,No,No,60,No,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Two year,No,Mailed check,120,No
CUST03088,Female,0,No,No,42,No,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,34.39,No
CUST03089,Female,1,Yes,No,48,No,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),104.14,No
CUST03090,Female,1,Yes,Yes,28,No,No phone service,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,73,No
CUST03091,Female,1,Yes,Yes,30,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No,One year,No,Electronic check,18,Yes
CUST03092,Female,1,Yes,No,52,No,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),120,No
CUST03093,Male,1,Yes,No,33,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,18.07,Yes
CUST03094,Female,1,Yes,Yes,37,No,No phone service,DSL,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,39.4,No
CUST03095,Male,0,Yes,No,56,No,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,32.7,No
CUST03096,Female,1,No,No,3,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,109.05,No
CUST03097,Female,1,No,No,1,No,Yes,DSL,No,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),51.71,No
CUST03098,Male,1,No,No,11,No,No phone service,DSL,No,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),35.11,Yes
CUST03099,Female,1,No,No,34,No,No,No,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Electronic check,88.39,No
CUST03100,Male,0,Yes,No,69,No,No,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,36.74,No
CUST03101,Male,0,Yes,No,71,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),83.97,No
CUST03102,Male,0,Yes,No,20,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,80.94,Yes
CUST03103,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,77.59,No
CUST03104,Female,1,Yes,Yes,34,No,No phone service,DSL,No internet service,Yes,No internet service,No,No,No,One year,No,Mailed check,18,Yes
CUST03105,Female,0,No,No,47,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),104.89,No
CUST03106,Male,0,Yes,No,14,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),113.97,No
CUST03107,Female,0,No,No,70,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Electronic check,98.46,Yes
CUST03108,Female,0,Yes,No,14,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No internet service,Two year,No,Mailed check,92.8,No
CUST03109,Male,1,No,Yes,5,No,No,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Two year,No,Electronic check,64.84,Yes
CUST03110,Female,0,Yes,Yes,67,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),120,No
CUST03111,Male,1,No,Yes,21,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,28.44,Yes
CUST03112,Male,0,Yes,Yes,31,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),18,No
CUST03113,Female,1,Yes,No,21,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,107.43,Yes
CUST03114,Female,1,Yes,No,26,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),18,No
CUST03115,Female,0,Yes,No,14,Yes,No,No,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,102.97,Yes
CUST03116,Male,0,No,Yes,43,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,27.43,No
CUST03117,Male,0,Yes,No,8,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),89.23,Yes
CUST03118,Female,0,No,No,33,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,47.81,No
CUST03119,Female,1,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),81.81,No
CUST03120,Female,1,No,Yes,14,Yes,No phone service,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,112.34,Yes
CUST03121,Female,0,Yes,Yes,61,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,44.87,No
CUST03122,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,119.71,No
CUST03123,Female,1,No,Yes,71,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.52,No
CUST03124,Male,0,Yes,No,57,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Credit card (automatic),73.5,No
CUST03125,Male,1,Yes,No,18,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),105.58,No
CUST03126,Female,0,No,Yes,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,109.4,No
CUST03127,Female,1,Yes,No,7,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),68.03,No
CUST03128,Female,1,No,No,32,No,No phone service,No,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),24.01,No
CUST03129,Male,1,Yes,No,17,No,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Electronic check,71.51,No
CUST03130,Female,1,No,No,34,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,24.86,Yes
CUST03131,Female,1,No,Yes,42,Yes,No phone service,DSL,Yes,No,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),67.35,No
CUST03132,Male,0,No,No,49,Yes,No,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.45,Yes
CUST03133,Female,1,No,No,2,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,26.73,No
CUST03134,Male,0,Yes,No,58,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),43.46,No
CUST03135,Female,1,Yes,Yes,27,No,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,108.33,No
CUST03136,Male,1,No,No,45,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,60.29,Yes
CUST03137,Female,0,Yes,Yes,63,No,Yes,No,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),56.24,No
CUST03138,Female,0,Yes,Yes,69,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,86.13,Yes
CUST03139,Male,0,Yes,Yes,46,No,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,One year,No,Mailed check,119.18,No
CUST03140,Male,0,No,Yes,13,No,No,DSL,No,No internet service,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),52.49,No
CUST03141,Female,1,Yes,No,6,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,No,Credit card (automatic),105.1,No
CUST03142,Male,0,Yes,Yes,30,No,Yes,No,No,No,Yes,No,No internet service,Yes,Two year,No,Mailed check,69.95,No
CUST03143,Male,1,No,Yes,50,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,One year,No,Mailed check,120,No
CUST03144,Male,0,Yes,Yes,28,Yes,No phone service,No,No,No,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,102,No
CUST03145,Male,0,No,Yes,14,No,No,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),59.06,No
CUST03146,Female,1,No,Yes,24,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),78.31,No
CUST03147,Female,1,No,No,60,No,No,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Electronic check,45.96,No
CUST03148,Male,0,Yes,Yes,40,No,No phone service,No,No,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),74.88,No
CUST03149,Male,1,Yes,No,68,No,No phone service,No,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),45.17,No
CUST03150,Male,1,No,No,3,No,No,No,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),49.32,Yes
CUST03151,Male,1,No,Yes,56,No,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),105.12,Yes
CUST03152,Female,1,No,No,30,No,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,76.85,No
CUST03153,Female,1,No,No,2,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,80.9,Yes
CUST03154,Male,1,No,No,66,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),55.09,Yes
CUST03155,Male,1,No,Yes,49,No,No,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),60.72,Yes
CUST03156,Male,1,Yes,Yes,16,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,59.33,No
CUST03157,Female,0,No,Yes,59,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),52.33,No
CUST03158,Male,1,No,Yes,65,No,No phone service,DSL,No internet service,No internet service,No,No,Yes,No,One year,No,Mailed check,51.18,No
CUST03159,Female,0,No,Yes,23,No,Yes,DSL,No,Yes,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),44.05,No
CUST03160,Male,1,Yes,Yes,31,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,28.56,No
CUST03161,Female,1,Yes,Yes,18,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,67.73,No
CUST03162,Male,1,Yes,No,65,No,No,No,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),41.44,Yes
CUST03163,Female,1,Yes,No,59,Yes,No,No,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,119.82,No
CUST03164,Male,0,No,Yes,65,No,No phone service,No,No internet service,No internet service,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),29.87,No
CUST03165,Male,0,Yes,No,14,No,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,57.88,No
CUST03166,Male,1,No,Yes,34,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,92.02,No
CUST03167,Female,0,No,Yes,68,No,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),18,Yes
CUST03168,Male,1,No,Yes,26,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,93.22,No
CUST03169,Female,1,No,No,6,No,Yes,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),45.26,Yes
CUST03170,Female,0,No,Yes,5,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,37.57,No
CUST03171,Male,0,No,Yes,32,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,87.55,Yes
CUST03172,Male,1,Yes,Yes,57,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,90.97,Yes
CUST03173,Male,1,Yes,Yes,48,No,No,No,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Electronic check,36.82,No
CUST03174,Female,0,Yes,No,16,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,59.94,Yes
CUST03175,Male,1,Yes,Yes,41,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,Yes,One year,No,Mailed check,106.25,No
CUST03176,Female,0,Yes,No,71,No,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),56.68,No
CUST03177,Female,1,No,No,39,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),39.87,No
CUST03178,Male,1,Yes,Yes,45,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),66.27,No
CUST03179,Male,0,Yes,Yes,70,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.2,Yes
CUST03180,Male,0,Yes,No,69,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),62.24,No
CUST03181,Male,0,No,No,67,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,83.47,Yes
CUST03182,Male,1,No,No,0,No,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,50.68,Yes
CUST03183,Male,1,No,No,51,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),88.91,No
CUST03184,Female,1,Yes,Yes,34,No,No phone service,No,No,Yes,No,No,No,No internet service,Two year,No,Electronic check,58.91,No
CUST03185,Female,1,Yes,No,68,No,Yes,DSL,No internet service,No,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),26.8,No
CUST03186,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,117.67,No
CUST03187,Male,1,Yes,No,16,Yes,No,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,23.75,Yes
CUST03188,Female,1,Yes,No,52,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),94.85,No
CUST03189,Female,1,No,Yes,51,No,No phone service,No,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,65.16,No
CUST03190,Female,0,Yes,Yes,13,No,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),70.62,Yes
CUST03191,Female,1,No,Yes,28,No,Yes,No,No,No,Yes,No internet service,No,No,Two year,No,Credit card (automatic),43.84,No
CUST03192,Female,1,Yes,No,7,Yes,No,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.42,No
CUST03193,Male,0,No,No,0,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.88,Yes
CUST03194,Male,1,No,Yes,28,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,36.73,No
CUST03195,Female,1,No,Yes,35,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,54.91,No
CUST03196,Female,0,No,No,50,Yes,No phone service,DSL,No internet service,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),101.7,Yes
CUST03197,Female,1,Yes,Yes,36,No,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.42,No
CUST03198,Male,1,Yes,No,68,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),70.86,No
CUST03199,Male,1,Yes,No,52,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,73.31,No
CUST03200,Female,0,No,No,51,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),43.89,Yes
CUST03201,Male,1,Yes,No,11,Yes,No phone service,No,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,82.71,Yes
CUST03202,Male,1,Yes,No,51,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,67.8,Yes
CUST03203,Female,0,Yes,No,0,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,45.96,No
CUST03204,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),88.98,No
CUST03205,Male,1,No,Yes,16,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Mailed check,74.36,No
CUST03206,Female,1,No,Yes,42,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.91,No
CUST03207,Male,1,Yes,No,70,No,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,60.69,No
CUST03208,Male,1,Yes,Yes,16,No,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),26.02,Yes
CUST03209,Female,0,Yes,No,58,No,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,65.4,No
CUST03210,Male,1,No,No,2,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),18,Yes
CUST03211,Male,0,No,No,28,Yes,No,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,92.14,No
CUST03212,Female,0,No,No,21,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,35.35,No
CUST03213,Female,1,Yes,Yes,37,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,86.18,No
CUST03214,Female,1,No,Yes,53,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),27.93,No
CUST03215,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.12,No
CUST03216,Female,0,No,No,68,No,Yes,No,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),47.75,No
CUST03217,Male,1,No,Yes,29,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),120,No
CUST03218,Female,0,No,Yes,22,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),56.91,No
CUST03219,Male,1,Yes,Yes,46,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),120,Yes
CUST03220,Female,1,Yes,No,20,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,83.91,Yes
CUST03221,Female,0,Yes,Yes,19,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),62.22,No
CUST03222,Female,0,Yes,No,22,No,No phone service,Fiber optic,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),75.19,No
CUST03223,Female,1,No,Yes,67,Yes,Yes,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),80.03,Yes
CUST03224,Male,0,Yes,No,20,No,No,DSL,No internet service,No,Yes,Yes,No,No,Two year,No,Mailed check,83.32,No
CUST03225,Female,1,Yes,Yes,20,No,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),109.76,No
CUST03226,Female,1,Yes,Yes,0,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,72.6,Yes
CUST03227,Male,1,No,Yes,14,No,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,88.41,No
CUST03228,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),120,No
CUST03229,Male,1,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),22.93,No
CUST03230,Female,1,No,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),66.53,No
CUST03231,Female,1,No,No,13,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),94.03,No
CUST03232,Female,1,Yes,No,58,No,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,28.42,Yes
